376	 3.9500000000e+002	 9.96502e-001
377	 3.9600000000e+002	 9.96236e-001
378	 3.9700000000e+002	 9.95975e-001
379	 3.9800000000e+002	 9.95825e-001
380	 3.9900000000e+002	 9.95761e-001
381	 4.0000000000e+002	 9.95783e-001
382	 4.0100000000e+002	 9.95927e-001
383	 4.0200000000e+002	 9.96170e-001
384	 4.0300000000e+002	 9.96443e-001
385	 4.0400000000e+002	 9.96735e-001
386	 4.0500000000e+002	 9.97036e-001
387	 4.0600000000e+002	 9.97330e-001
388	 4.0700000000e+002	 9.97626e-001
389	 4.0800000000e+002	 9.97888e-001
390	 4.0900000000e+002	 9.98095e-001
391	 4.1000000000e+002	 9.98305e-001
392	 4.1100000000e+002	 9.98469e-001
393	 4.1200000000e+002	 9.98615e-001
394	 4.1300000000e+002	 9.98759e-001
395	 4.1400000000e+002	 9.98874e-001
396	 4.1500000000e+002	 9.98953e-001
397	 4.1600000000e+002	 9.99023e-001
398	 4.1700000000e+002	 9.99098e-001
399	 4.1800000000e+002	 9.99151e-001
400	 4.1900000000e+002	 9.99203e-001
401	 4.2000000000e+002	 9.99240e-001
402	 4.2100000000e+002	 9.99286e-001
403	 4.2200000000e+002	 9.99319e-001
404	 4.2300000000e+002	 9.99337e-001
405	 4.2400000000e+002	 9.99362e-001
406	 4.2500000000e+002	 9.99395e-001
407	 4.2600000000e+002	 9.99399e-001
408	 4.2700000000e+002	 9.99422e-001
409	 4.2800000000e+002	 9.99420e-001
410	 4.2900000000e+002	 9.99440e-001
411	 4.3000000000e+002	 9.99438e-001
412	 4.3100000000e+002	 9.99445e-001
413	 4.3200000000e+002	 9.99453e-001
414	 4.3300000000e+002	 9.99450e-001
415	 4.3400000000e+002	 9.99448e-001
416	 4.3500000000e+002	 9.99425e-001
417	 4.3600000000e+002	 9.99434e-001
418	 4.3700000000e+002	 9.99408e-001
419	 4.3800000000e+002	 9.99388e-001
420	 4.3900000000e+002	 9.99367e-001
421	 4.4000000000e+002	 9.99343e-001
422	 4.4100000000e+002	 9.99320e-001
423	 4.4200000000e+002	 9.99291e-001
424	 4.4300000000e+002	 9.99252e-001
425	 4.4400000000e+002	 9.99192e-001
426	 4.4500000000e+002	 9.99161e-001
427	 4.4600000000e+002	 9.99113e-001
428	 4.4700000000e+002	 9.99024e-001
429	 4.4800000000e+002	 9.98937e-001
430	 4.4900000000e+002	 9.98729e-001
431	 4.5000000000e+002	 9.98318e-001
432	 4.5100000000e+002	 9.98472e-001
433	 4.5200000000e+002	 9.98363e-001
434	 4.5300000000e+002	 9.98120e-001
435	 4.5400000000e+002	 9.97932e-001
436	 4.5500000000e+002	 9.97544e-001
437	 4.5600000000e+002	 9.97125e-001
438	 4.5700000000e+002	 9.96419e-001
439	 4.5800000000e+002	 9.95628e-001
440	 4.5900000000e+002	 9.94596e-001
441	 4.6000000000e+002	 9.92708e-001
442	 4.6100000000e+002	 9.90669e-001
443	 4.6200000000e+002	 9.86672e-001
444	 4.6300000000e+002	 9.80025e-001
445	 4.6400000000e+002	 9.69587e-001
446	 4.6500000000e+002	 9.54337e-001
447	 4.6600000000e+002	 9.40363e-001
448	 4.6700000000e+002	 9.43648e-001
449	 4.6800000000e+002	 9.58051e-001
450	 4.6900000000e+002	 9.72053e-001
451	 4.7000000000e+002	 9.81213e-001
452	 4.7100000000e+002	 9.86728e-001
453	 4.7200000000e+002	 9.89924e-001
454	 4.7300000000e+002	 9.92256e-001
455	 4.7400000000e+002	 9.93879e-001
456	 4.7500000000e+002	 9.94958e-001
457	 4.7600000000e+002	 9.95724e-001
458	 4.7700000000e+002	 9.96441e-001
459	 4.7800000000e+002	 9.96790e-001
460	 4.7900000000e+002	 9.97168e-001
461	 4.8000000000e+002	 9.97579e-001
462	 4.8100000000e+002	 9.97750e-001
463	 4.8200000000e+002	 9.97917e-001
464	 4.8300000000e+002	 9.98119e-001
465	 4.8400000000e+002	 9.98259e-001
